Description,Price,Rating,ReviewCount,Url
"Acer Nitro 5 AN515 Laptop: Core i5-8300H, 15.6inch Full HD IPS Display, 8GB RAM, 256GB SSD, NVidia GTX 1050 Ti 4GB Graphics",$759.99,4.6 out of 5 stars,217,https://www.amazon.com/Acer-Nitro-AN515-Laptop-i5-8300H/dp/B07C715KNT/ref=sr_1_116?dchild=1&keywords=laptop+8gb&qid=1607273287&sr=8-116
"Smartbook High-Performance 10.1 inch Ultra-Thin Portable Office Entertainment Notebook only 0.8KG Intel Quad-core Processor 2G+32GB EMMC pre-Installed Windows 10 Professional, Office 2010 (Pink)",$199.99,3.3 out of 5 stars,4,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A06756941RRHUPDC4GE13&url=%2FHigh-Performance-Ultra-Thin-Entertainment-pre-Installed-Professional%2Fdp%2FB07M7YP3CD%2Fref%3Dsr_1_117_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273287%26sr%3D8-117-spons%26psc%3D1&qualifier=1607273287&id=25289715198272&widgetName=sp_btf
"13.3 inch Laptop (Intel Celeron N3350 64 bit ,6GB DDR3 RAM ,64GB eMMC ,10000mAH Battery ,HD Webcam ,Windows 10 OS Preinstalled ,1366 768 FHD IPS Display ) Notebook (Silver)",$239.99,2.2 out of 5 stars,24,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A04098113K2D693T6A34H&url=%2FCeleron-10000mAH-Battery-Preinstalled-Notebook%2Fdp%2FB08BX5N25K%2Fref%3Dsr_1_118_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273287%26sr%3D8-118-spons%26psc%3D1&qualifier=1607273287&id=25289715198272&widgetName=sp_btf
"Netac 16GB Micro SD Card, microSDHC UHS-I Memory Card - 90MB/s, 600X, U1, C10, Full HD Video V10, A1, FAT32, High Speed Flash TF Card P500 for Smartphone/Bluetooth Speaker/Tablet/PC/Drone/Camera",$5.49,4.6 out of 5 stars,"12,042",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A0076309BVFGQDR6RD8A&url=%2FNetac-Micro-microSDHC-UHS-I-Memory%2Fdp%2FB0834NZC5H%2Fref%3Dsr_1_113_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273296%26sr%3D8-113-spons%26psc%3D1&qualifier=1607273296&id=4559248681636141&widgetName=sp_atf_next
"Vanja Micro USB OTG Adapter and USB 2.0 Portable Memory Card Reader for SDXC, SDHC, SD, MMC, RS-MMC, Micro SDXC, Micro SD, Micro SDHC Card and UHS-I Card",$6.99,4.5 out of 5 stars,"21,548",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A07078482JGLMGM335NIP&url=%2FVanja-Adapter-Portable-Memory-Reader%2Fdp%2FB00W02VHM6%2Fref%3Dsr_1_114_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273296%26sr%3D8-114-spons%26psc%3D1&qualifier=1607273296&id=4559248681636141&widgetName=sp_atf_next
"Samsung Chromebook 4 Chrome OS 11.6"" HD Intel Celeron Processor N4000 6GB RAM 64GB eMMC Gigabit Wi-Fi - XE310XBA-K03US",$279.99,4.5 out of 5 stars,"1,007",https://www.amazon.com/Samsung-Chromebook-Celeron-Processor-Gigabit/dp/B07XQQS439/ref=sr_1_115?dchild=1&keywords=laptop+8gb&qid=1607273296&sr=8-115
"Acer Nitro 5 AN515 Laptop: Core i5-8300H, 15.6inch Full HD IPS Display, 8GB RAM, 256GB SSD, NVidia GTX 1050 Ti 4GB Graphics",$759.99,4.6 out of 5 stars,217,https://www.amazon.com/Acer-Nitro-AN515-Laptop-i5-8300H/dp/B07C715KNT/ref=sr_1_116?dchild=1&keywords=laptop+8gb&qid=1607273296&sr=8-116
"Microsoft Surface Laptop 3 – 13.5"" Touch-Screen – Intel Core i5 - 8GB Memory - 128GB Solid State Drive (Latest Model) – Platinum with Alcantara (Renewed)",$769.00,4.3 out of 5 stars,42,https://www.amazon.com/Microsoft-Surface-Laptop-Touch-Screen-Alcantara/dp/B084SR345X/ref=sr_1_118?dchild=1&keywords=laptop+8gb&qid=1607273296&sr=8-118
"Dell - Inspiron 13 7000 2-in-1 - 13.3"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 512GB SSD + 32GB Optane - Silver - i7300-5395SLV-PUS",$746.98,,,https://www.amazon.com/Dell-Inspiron-2-Touch-Screen-i7300-5395SLV-PUS/dp/B08DRQ8ZH6/ref=sr_1_119?dchild=1&keywords=laptop+8gb&qid=1607273296&sr=8-119
"Lenovo V14-ARE 82DQ000PUS 14"" Notebook - 1920 x 1080 - Ryzen 5 4500U - 8 GB RAM - 256 GB SSD - Iron Gray - Windows 10 Pro 64-bit - AMD Radeon Graphics - Twisted nematic (TN) - English Keyboard -",$602.43,4.3 out of 5 stars,22,https://www.amazon.com/Lenovo-V14-ARE-82DQ000PUS-14-Notebook/dp/B088FTRQG7/ref=sr_1_120?dchild=1&keywords=laptop+8gb&qid=1607273296&sr=8-120
"2020 Asus VivoBook 15 Thin & Light Laptop: 10th Gen Core i7-1065G7, 256GB SSD, 8GB RAM, 15.6"" Full HD Display, Backlit Keyboard, Windows 10",$633.95,4.5 out of 5 stars,2,https://www.amazon.com/2020-Asus-VivoBook-Light-Laptop/dp/B08HSRCL1Q/ref=sr_1_122?dchild=1&keywords=laptop+8gb&qid=1607273296&sr=8-122
Patriot 1.35V 8GB DDR3 1600MHz PC3-12800 CL11 SODIMM Memory PSD38G1600L2S,$27.99,4.8 out of 5 stars,"1,812",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A09889522TLXOOETVSDL&url=%2FPatriot-1600MHz-PC3-12800-SODIMM-PSD38G1600L2S%2Fdp%2FB009WIW9GE%2Fref%3Dsr_1_123_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273296%26sr%3D8-123-spons%26psc%3D1&qualifier=1607273296&id=4559248681636141&widgetName=sp_mtf
"LABISTS Raspberry Pi 4 4GB Starter Kit with 64GB Micro SD Card Preloaded Raspberry Pi OS (Raspbian), Black Case, Heatsinks, Fan, Micro HDMI Cable x 2, SD Card Reader (4GB RAM)",$114.97,4.6 out of 5 stars,368,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A10387793F20WA6VX0NR3&url=%2FLABISTS-Raspberry-Complete-Preloaded-Heatsinks%2Fdp%2FB07Z1QFLNH%2Fref%3Dsr_1_124_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273296%26sr%3D8-124-spons%26psc%3D1&qualifier=1607273296&id=4559248681636141&widgetName=sp_mtf
"HP 15-Inch HD Touchscreen Laptop, 10th Gen Intel Core i5-1035G1, 8 GB SDRAM, 512 GB Solid-State Drive, Windows 10 Home (15-dy1020nr, Natural Silver), 15-15.99 inches",$693.00,4.4 out of 5 stars,216,https://www.amazon.com/HP-Touchscreen-i5-1035G1-Solid-State-15-dy1020nr/dp/B07VZ16T9T/ref=sr_1_126?dchild=1&keywords=laptop+8gb&qid=1607273296&sr=8-126
"Acer Spin 3 Convertible Laptop, 8th Gen Intel Core i5-8265U, 8GB DDR4, 256GB PCIe NVMe SSD, Rechargeable Active Stylus, Windows 10 Home",$659.00,4.5 out of 5 stars,79,https://www.amazon.com/Acer-Convertible-I5-8265U-Rechargeable-SP314-53N-53SH/dp/B07WGQB5XK/ref=sr_1_127?dchild=1&keywords=laptop+8gb&qid=1607273296&sr=8-127
"ASUS VivoBook F510QA Thin & Lightweight Laptop, 15.6” FHD WideView, AMD Quad Core A12-9720P Processor, 8GB RAM, 256G SSD, Fingerprint Reader, Windows 10 in S mode, F510QA-DS99",$625.00,4.0 out of 5 stars,306,https://www.amazon.com/ASUS-Lightweight-A12-9720P-Fingerprint-F510QA-DS99/dp/B07QFNNJQ9/ref=sr_1_128?dchild=1&keywords=laptop+8gb&qid=1607273296&sr=8-128
"Dell Inspiron 17 3793 Laptop 17.3"" Full HD,10th Gen Intel i5-1035G1, 8GB RAM, 512GB SSD, Windows 10",$716.89,4.4 out of 5 stars,10,https://www.amazon.com/Dell-Inspiron-17-3793-i5-1035G1/dp/B083QQ25R1/ref=sr_1_130?dchild=1&keywords=laptop+8gb&qid=1607273296&sr=8-130
"ASUS VivoBook F412DA 14"" Laptop - AMD Ryzen 3 3250U 3.5GHz - 1080p 8GB DDR4 RAM 256GB SATA SSD Backlit Chiclet Keyboard Windows 10",$500.00,4.2 out of 5 stars,19,https://www.amazon.com/ASUS-VivoBook-F412DA-14-Laptop/dp/B08FBNNPTZ/ref=sr_1_132?dchild=1&keywords=laptop+8gb&qid=1607273296&sr=8-132
"Google Pixelbook (i7, 16 GB RAM, 512 GB) (Renewed)","$1,099.99",4.0 out of 5 stars,10,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_1?ie=UTF8&adId=A03514081PJ4L9YS65VI0&url=%2FGoogle-Pixelbook-RAM-512-Renewed%2Fdp%2FB07CNF6MYK%2Fref%3Dsr_1_133_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273296%26sr%3D8-133-spons%26psc%3D1&qualifier=1607273296&id=4559248681636141&widgetName=sp_btf
"USB Flash Drive 8GB 10Packs - USB 2.0 Thumb Drive Bulk, USB Memory Stick for Computer/Laptop/External Data Storage, USB Stick, Pen Drive, Jump Drive for Photo/Video, Metal Swivel Design - U505",$16.99,4.6 out of 5 stars,786,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_1?ie=UTF8&adId=A0607949VHR6FB3ODH4A&url=%2FUSB-Flash-Drive-8GB-10Packs%2Fdp%2FB084ZF8NJ7%2Fref%3Dsr_1_134_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273296%26sr%3D8-134-spons%26psc%3D1&qualifier=1607273296&id=4559248681636141&widgetName=sp_btf
"Digifast Ace 1TB M.2 NVMe SSD, PCIe Gen 3x4 M.2 2280 Solid State Drive with Read 3470 MB/s, Write 3000 MB/s",$155.99,4.2 out of 5 stars,11,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A01351083328USSOO496P&url=%2FDigifast-Solid-State-Drive-Toshiba%2Fdp%2FB07PW492Q7%2Fref%3Dsr_1_129_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273307%26sr%3D8-129-spons%26psc%3D1&qualifier=1607273307&id=508171838547528&widgetName=sp_atf_next
TEAMGROUP Elite DDR3 16GB Kit (2 x 8GB) 1600MHz (PC3-12800) CL11 Unbuffered Non-ECC 1.5V UDIMM 240 Pin PC Computer Desktop Memory Module Ram Upgrade - TED316G1600C11DC01-16GB Kit (2 x 8GB),$48.99,4.7 out of 5 stars,"1,678",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A01847652Y14EMO1OX54S&url=%2FTeam-Elite-1600Mhz-System-Memory%2Fdp%2FB00FAY0S08%2Fref%3Dsr_1_130_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273307%26sr%3D8-130-spons%26psc%3D1&qualifier=1607273307&id=508171838547528&widgetName=sp_atf_next
"ASUS VivoBook F412DA 14"" Laptop - AMD Ryzen 3 3250U 3.5GHz - 1080p 8GB DDR4 RAM 256GB SATA SSD Backlit Chiclet Keyboard Windows 10",$500.00,4.2 out of 5 stars,19,https://www.amazon.com/ASUS-VivoBook-F412DA-14-Laptop/dp/B08FBNNPTZ/ref=sr_1_131?dchild=1&keywords=laptop+8gb&qid=1607273307&sr=8-131
"2020 Newest Premium Flagship HP Pavilion 14 Inch Laptop (Intel Core i3-7100U 2.4GHz, 8GB RAM, 256GB SSD, 802.11b|g|n, Bluetooth, HDMI, USB Type-C, Windows 10)",$543.99,4.1 out of 5 stars,8,https://www.amazon.com/Flagship-HP-Pavilion-i3-7100U-Bluetooth/dp/B07SRMKGQ4/ref=sr_1_133?dchild=1&keywords=laptop+8gb&qid=1607273307&sr=8-133
"HP 15-dy1036nr 10th Gen Intel Core i5-1035G1, 15.6-Inch FHD Laptop, Natural Silver",$628.50,4.5 out of 5 stars,"1,445",https://www.amazon.com/HP-15-Inch-i5-1035G1-Solid-State-15-dy1036nr/dp/B085B5SXLY/ref=sr_1_135?dchild=1&keywords=laptop+8gb&qid=1607273307&sr=8-135
"LG Gram Laptop - 14"" Full HD IPS Display, Intel 10th Gen Core i5-1035G7 CPU, 8GB RAM, 256GB M.2 NVMe SSD, Thunderbolt 3, 18.5 Hour Battery Life - 14Z90N (2020) (14Z90N-U.ARW5U1)",$846.99,4.5 out of 5 stars,90,https://www.amazon.com/LG-Gram-Laptop-i5-1035G7-Thunderbolt/dp/B082XQWNPY/ref=sr_1_136?dchild=1&keywords=laptop+8gb&qid=1607273307&sr=8-136
"Lenovo IdeaPad L340 Gaming Laptop, 15.6"" FHD, Intel Core i5-9300HF up to 4.10 GHz, NVIDIA GTX 1650, 8GB RAM, 256GB SSD, Backlit KB, Ethernet, Keypad, Webcam, Myrtix HDMI Cable, Win 10",$798.99,,,https://www.amazon.com/Lenovo-IdeaPad-i5-9300HF-Backlit-Ethernet/dp/B08P27H4FJ/ref=sr_1_137?dchild=1&keywords=laptop+8gb&qid=1607273307&sr=8-137
"1080P HD Webcam with Microphone, Plug and Play USB Desktop Laptop Computer Camera with Auto Light Correction for Windows Mac OS, for Video Streaming, Zoom Meeting, Conference, Gaming, Streaming",$39.99,5.0 out of 5 stars,1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A02423602PJJMRH3X8BM0&url=%2FMicrophone-Computer-Correction-Streaming-Conference%2Fdp%2FB08HH9V5NB%2Fref%3Dsr_1_139_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273307%26sr%3D8-139-spons%26psc%3D1&qualifier=1607273307&id=508171838547528&widgetName=sp_mtf
"HD Webcam with Microphone, Auto Focus 1080p Webcam with Privacy Cover, USB Laptop Desktop Computer Webcam for Video Calling,Recording, Conferencing Streaming,Plug and Play, for Zoom YouTube Skype",$55.99,5.0 out of 5 stars,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A0242672MFRATSM7GH9D&url=%2FMicrophone-Computer-Recording-Conferencing-Streaming%2Fdp%2FB08HGPKPXF%2Fref%3Dsr_1_140_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273307%26sr%3D8-140-spons%26psc%3D1&qualifier=1607273307&id=508171838547528&widgetName=sp_mtf
"Acer Swift 3 14"" Laptop: Ryzen 5 4500U, 512GB PCIe SSD, 8GB RAM",$599.99,4.3 out of 5 stars,13,https://www.amazon.com/Acer-Swift-14-Laptop-Ryzen/dp/B08DXSD1SX/ref=sr_1_141?dchild=1&keywords=laptop+8gb&qid=1607273307&sr=8-141
"2020_Lenovo_IdeaPad 3 15.6"" FHD Laptop, Intel 10th Gen Core i3-1005G1, 8GB Memory, 256GB PCIe SSD, Webcam, 802.11ac WiFi, HDMI, Bluetooth, Win10, w/Santax Accessory",$479.00,,,https://www.amazon.com/2020_Lenovo_IdeaPad-i3-1005G1-802-11ac-Bluetooth-Accessory/dp/B08M6HTSVX/ref=sr_1_143?dchild=1&keywords=laptop+8gb&qid=1607273307&sr=8-143
"Acer Nitro 5 AN515-54-51M5-15.6"" - i5-9300H - NVIDIA GTX 1650-8GB - 1TB HDD+128GB SSD, Black",$789.00,4.8 out of 5 stars,256,https://www.amazon.com/Acer-Nitro-AN515-54-51M5-15-6-i5-9300H-1650-8GB/dp/B07RJQKZ2G/ref=sr_1_144?dchild=1&keywords=laptop+8gb&qid=1607273307&sr=8-144
"2020 HP 15.6"" Touchscreen Laptop Computer/ 10th Gen Intel Quard-Core i5 1035G1 up to 3.6GHz/ 8GB DDR4 RAM/ 512GB PCIe SSD/ 802.11ac WiFi/ Bluetooth 4.2/ USB 3.1 Type-C/ HDMI/ Silver/ Windows 10 Home",$675.00,4.5 out of 5 stars,277,https://www.amazon.com/HP-Touchscreen-Computer-Quard-Core-Bluetooth/dp/B082LPQRTZ/ref=sr_1_148?dchild=1&keywords=laptop+8gb&qid=1607273307&sr=8-148
"Dell XPS 13 9380 13.3"" Laptop - Intel Core i5-8265U; 8GB RAM; 256GB Solid State Drive; Intel UHD 620 (Renewed)",$799.00,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg9_1?ie=UTF8&adId=A03116973S2VS5WX3T3MP&url=%2FDell-XPS-9380-13-3-Laptop%2Fdp%2FB07XBD8R6D%2Fref%3Dsr_1_149_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273307%26sr%3D8-149-spons%26psc%3D1&qualifier=1607273307&id=508171838547528&widgetName=sp_btf
"Dell Inspiron 14 5000 2-in-1 convertible Laptop 14 inch, FHD Touchscreen, AMD Ryzen 7 3700U, 512GB SSD, 8GB RAM, Windows 10 home, Silver , i5485-A711SLV-PUS (Renewed)",$629.00,5.0 out of 5 stars,1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg9_1?ie=UTF8&adId=A0090721307LQQIUAN9YZ&url=%2FDell-Inspiron-convertible-Touchscreen-i5485-A711SLV-PUS%2Fdp%2FB0881XMQJ3%2Fref%3Dsr_1_150_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273307%26sr%3D8-150-spons%26psc%3D1%26smid%3DA2MZXE8OBK2W1W&qualifier=1607273307&id=508171838547528&widgetName=sp_btf
"Digifast Ace 512GB M.2 NVMe SSD, PCIe Gen 3x4 M.2 2280 Solid State Drive with Read 3400 MB/s, Write 2100 MB/s",$86.99,4.2 out of 5 stars,11,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_1?ie=UTF8&adId=A0134672WEG2GP0YJ9O6&url=%2FDigifast-512GB-Solid-State-Toshiba%2Fdp%2FB07PV68KF2%2Fref%3Dsr_1_145_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273314%26sr%3D8-145-spons%26psc%3D1&qualifier=1607273314&id=7318565480908693&widgetName=sp_atf_next
"Voova 15.6 14 15 Inch Laptop Sleeve Case with Handle, Waterproof Computer Cover Bag with Pocket Compatible with 2019 MacBook Pro 16/15, Dell Lenovo HP Asus Acer Samsung Chromebook, Gray",$18.99,4.8 out of 5 stars,"3,897",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_1?ie=UTF8&adId=A07829653DGLRTLS8Z3AF&url=%2FVoova-Waterproof-Protective-Compatible-Chromebook%2Fdp%2FB01M7TKLZD%2Fref%3Dsr_1_146_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273314%26sr%3D8-146-spons%26psc%3D1&qualifier=1607273314&id=7318565480908693&widgetName=sp_atf_next
"2020 Lenovo Yoga C740 14"" FHD IPS Touchscreen Premium 2-in-1 Laptop, 10th Gen Intel Quad Core i5-10210U, 8GB RAM, 256GB PCIe SSD, Backlit Keyboard, Fingerprint Reader, Windows 10, Aluminum Chassis",$661.99,3.3 out of 5 stars,8,https://www.amazon.com/Lenovo-Touchscreen-i5-10210U-Keyboard-Fingerprint/dp/B08BNZ5NTG/ref=sr_1_147?dchild=1&keywords=laptop+8gb&qid=1607273314&sr=8-147
"Apple MacBook Air MJVE2LL/A 13-inch Laptop 1.6GHz Core i5,4GB RAM,128GB SSD (Renewed)",$558.98,4.2 out of 5 stars,592,https://www.amazon.com/Apple-MacBook-MJVE2LL-13-inch-Refurbished/dp/B013HD3INW/ref=sr_1_148?dchild=1&keywords=laptop+8gb&qid=1607273314&sr=8-148
Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),$746.00,4.4 out of 5 stars,534,https://www.amazon.com/Dell-Inspiron-Touchscreen-Performance-Bluetooth/dp/B079ZJLMJN/ref=sr_1_150?dchild=1&keywords=laptop+8gb&qid=1607273314&sr=8-150
"2019 Lenovo Ideapad L340 Gaming Laptop, 15.6"" FHD IPS Display, 9th Gen Intel 4-Core i5-9300H Upto 4.1GHz, 8GB RAM, 256GB SSD, NVIDIA GeForce GTX 1650 4GB, Backlit Keyboard, USB-C, Windows 10",$680.66,,,https://www.amazon.com/Lenovo-Ideapad-Display-i5-9300H-Keyboard/dp/B07XL18QSS/ref=sr_1_151?dchild=1&keywords=laptop+8gb&qid=1607273314&sr=8-151
"Lenovo IdeaPad 3 14"" FHD Anti-Glare Laptop, AMD Quad-Core Ryzen 5 3500U, 8GB DDR4, 256GB NVMe SSD, AMD Radeon Vega 8, 4-in-1 Card Reader, Webcam, Bluetooth, HDMI, Windows 10 w/ Accessory, Abyss Blue",$549.00,,,https://www.amazon.com/Lenovo-IdeaPad-Anti-Glare-Quad-Core-Bluetooth/dp/B08GJSH9PX/ref=sr_1_152?dchild=1&keywords=laptop+8gb&qid=1607273314&sr=8-152
"Acer Aspire 5 Laptop, 15.6” Full HD Screen, AMD Ryzen 5-3500U Processor up to 3.7GHz, 8GB RAM, 512GB PCIe SSD, Webcam, Wireless-AC, Bluetooth, HDMI, Win 10 Home",$589.00,5.0 out of 5 stars,2,https://www.amazon.com/Acer-5-3500U-Processor-Wireless-AC-Bluetooth/dp/B08HPJV3CG/ref=sr_1_153?dchild=1&keywords=laptop+8gb&qid=1607273314&sr=8-153
"Kids Tablet PC, Veidoo Premium 7 inch Android Tablet PC, 1GB/16GB, Safety Eye Protection Screen, Parental Control APP, Best Gifts for Kids (Blue)",$57.99,3.8 out of 5 stars,960,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A02241001H6MAAYZABPV2&url=%2FVeidoo-Protection-Pre-Installed-Educational-Children%2Fdp%2FB07PFZ75H9%2Fref%3Dsr_1_155_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273314%26sr%3D8-155-spons%26psc%3D1&qualifier=1607273314&id=7318565480908693&widgetName=sp_mtf
"Gigastone 64GB 5-Pack Micro SD Card, Camera Plus, Nintendo Switch Compatible, High Speed 95MB/s, 4K Video Recording, Micro SDXC UHS-I A1 Class 10",$38.98,4.7 out of 5 stars,"4,706",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A063605418Q9SI8759GRF&url=%2FGigastone-64GB-U1-C10-Nintendo%2Fdp%2FB07P18ZSCM%2Fref%3Dsr_1_156_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273314%26sr%3D8-156-spons%26psc%3D1&qualifier=1607273314&id=7318565480908693&widgetName=sp_mtf
"BMAX 13.3"" Windows 10 Laptop Computer 8GB DDR4 128GB SATA SSD Intel Celeron N3350, Expandable 1TB SSD, HDMI, USB 3.0, 802.11AC WiFi+BT 4.2",$249.00,3.7 out of 5 stars,24,https://www.amazon.com/Windows-Computer-Celeron-Expandable-802-11AC/dp/B08HYFM21Q/ref=sr_1_157?dchild=1&keywords=laptop+8gb&qid=1607273314&sr=8-157
"Acer Spin 3 14"" Laptop - 10th Gen Intel Core i5-1035G1 14"" Widescreen IPS LED-Backlit FHD (1920 x 1080) Display 8 GB RAM 256 GB SSD SP314-54N-58Q7",$629.00,5.0 out of 5 stars,1,https://www.amazon.com/Acer-Spin-Laptop-LED-Backlit-SP314-54N-58Q7/dp/B08HRJC7T4/ref=sr_1_159?dchild=1&keywords=laptop+8gb&qid=1607273314&sr=8-159
"2020_Lenovo IdeaPad 3 15.6"" HD Laptop PC, Intel 10th Gen Core i3 CPU, 8GB DDR4 RAM, 256GB SSD, 32GB External USB Flash Drive, Camera, WiFi, Bluetooth,Windows 10 S Mode - Abyss Blue",$569.00,4.3 out of 5 stars,15,https://www.amazon.com/2020_Lenovo-IdeaPad-External-Bluetooth-Windows/dp/B089YVVVHF/ref=sr_1_160?dchild=1&keywords=laptop+8gb&qid=1607273314&sr=8-160
"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34 (Renewed)",$459.99,4.5 out of 5 stars,2,https://www.amazon.com/ASUS-VivoBook-i3-1005G1-Fingerprint-F512JA-AS34/dp/B08FQJ7JT2/ref=sr_1_162?dchild=1&keywords=laptop+8gb&qid=1607273314&sr=8-162
"HP EliteBook 840 G6 14"" Notebook - 1920 x 1080 - Core i5 i5-8265U - 8 GB RAM - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Technology - English Keyboard",$998.98,4.6 out of 5 stars,5,https://www.amazon.com/HP-EliteBook-840-Notebook-Plane/dp/B07S5M3Y1N/ref=sr_1_163?dchild=1&keywords=laptop+8gb&qid=1607273314&sr=8-163
"Microsoft Surface Laptop 2 (Intel Core i5, 8GB RAM, 256 GB)  - Black",$949.00,4.6 out of 5 stars,102,https://www.amazon.com/Microsoft-Surface-Laptop-Intel-Core/dp/B07K2F1S4N/ref=sr_1_164?dchild=1&keywords=laptop+8gb&qid=1607273314&sr=8-164
"Lenovo ThinkPad X1 Carbon 20QES8X600, 14” Full HD Laptop, i5-8265U, 8GB Ram, 512GB SSD, Win 10 Pro, Black","$1,189.00",4.8 out of 5 stars,6,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_1?ie=UTF8&adId=A10464003BFPW63NLX77L&url=%2FLenovo-ThinkPad-X1-20QES8X600-i5-8265U%2Fdp%2FB08CRY5ZZ4%2Fref%3Dsr_1_165_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273314%26sr%3D8-165-spons%26psc%3D1&qualifier=1607273314&id=7318565480908693&widgetName=sp_btf
"New_Dell_Inspiron_15 3000 Laptop, Intel Celeron 4205U Processor (1.8 GHz), 4GB Memory, 128GB SSD, HDMI, SD Card Reader, Bluetooth, Camera, USB Type-C, Windows 10 S w/ Santex Pro Accessory",$379.00,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_1?ie=UTF8&adId=A08855921ARBBLWRYEXK4&url=%2FNew_Dell_Inspiron_15-Celeron-Processor-Bluetooth-Accessory%2Fdp%2FB08KWPW9TS%2Fref%3Dsr_1_166_sspa%3Fdchild%3D1%26keywords%3Dlaptop%2B8gb%26qid%3D1607273314%26sr%3D8-166-spons%26psc%3D1&qualifier=1607273314&id=7318565480908693&widgetName=sp_btf
